report_id,date,state,lga,community,category,description,severity_1to5,urgency_1to5,num_affected_est,evidence_type,evidence_confidence,verification_status,ai_confidence,risk_score,response_status,resolution_date,reporter_anonymous,is_demo_data
LMP-00357,2026-07-06,Anambra,Awka South,Awka South Community 5,Environmental Hazard,"Waste has not been evacuated from this dumpsite in 3 weeks, causing serious odour and flooding risk.",4,3,1200,text_only,0.5,Corroborated,0.87,5.3,No Action Yet,,True,True
LMP-00358,2026-05-08,Borno,Jere,Jere Community 7,Abuse/Protection Concern,Reports of a minor being kept out of school for exploitative labour in the local market.,4,5,600,none,0.3,Needs Corroboration,0.84,3.8,In Progress,,False,True
LMP-00359,2026-05-24,Rivers,Ikwerre,Ikwerre Community 4,Education/Infrastructure,"Public school roof collapsed during the storm, 2 pupils now learn under a tree.",1,1,150,text_only,0.5,Needs Corroboration,0.98,0.2,Under Review,,True,True
LMP-00360,2026-09-03,Lagos,Alimosho,Alimosho Community 5,Education/Infrastructure,"Public school roof collapsed during the storm, 6 pupils now learn under a tree.",2,3,15,photo,0.9,Needs Corroboration,0.74,2.2,Referred to Authority,,True,True
LMP-00361,2026-07-20,Rivers,Port Harcourt,Port Harcourt Community 6,Safety/Security Concern,"Unknown persons have been seen surveying the area at night, residents are afraid.",5,4,80,text_only,0.5,Needs Corroboration,0.94,4.3,Under Review,,False,True
LMP-00362,2026-03-13,Lagos,Eti-Osa,Eti-Osa Community 5,Abuse/Protection Concern,Reports of a minor being kept out of school for exploitative labour in the local market.,3,5,600,text_only,0.5,Needs Corroboration,0.94,4.8,Resolved,2026-05-10,True,True
LMP-00363,2026-04-06,Oyo,Ibadan South-West,Ibadan South-West Community 9,Road/Transport Infrastructure,"Bridge construction stopped 4 months ago, commuters now risk crossing on foot.",2,3,600,text_only,0.5,Unverified,0.72,1.9,In Progress,,False,True
LMP-00364,2026-02-18,Kaduna,Kaduna North,Kaduna North Community 9,Education/Infrastructure,"Public school roof collapsed during the storm, 3 pupils now learn under a tree.",3,2,40,voice_note,0.7,Needs Corroboration,0.63,1.7,Referred to Authority,,True,True
LMP-00365,2026-08-27,Borno,Jere,Jere Community 6,Road/Transport Infrastructure,"The road linking our community to the main highway has been impassable since the rains started, 10 accidents reported.",4,2,15,text_only,0.5,Needs Corroboration,0.88,1.6,No Action Yet,,True,True
LMP-00366,2026-02-19,Cross River,Calabar Municipal,Calabar Municipal Community 6,Environmental Hazard,"Waste has not been evacuated from this dumpsite in 3 weeks, causing serious odour and flooding risk.",4,3,15,text_only,0.5,Conflicting Reports,0.73,2.4,Under Review,,True,True
LMP-00367,2026-05-21,Kaduna,Zaria,Zaria Community 6,Environmental Hazard,"Waste has not been evacuated from this dumpsite in 6 weeks, causing serious odour and flooding risk.",2,1,15,none,0.3,Unverified,0.82,0.2,Referred to Authority,,True,True
LMP-00368,2026-04-09,Kaduna,Kaduna North,Kaduna North Community 5,Abuse/Protection Concern,A vulnerable community member is reportedly being denied access to support services by a local intermediary.,4,3,3000,photo,0.9,High-Confidence,0.63,17.3,No Action Yet,,True,True
LMP-00369,2026-07-28,Kano,Gwale,Gwale Community 7,Road/Transport Infrastructure,"Bridge construction stopped 11 months ago, commuters now risk crossing on foot.",3,2,40,none,0.3,Needs Corroboration,0.89,0.7,No Action Yet,,False,True
LMP-00370,2026-07-21,Kano,Gwale,Gwale Community 5,Environmental Hazard,Gas flaring near our farmland is affecting crop yield and causing respiratory complaints.,2,5,300,none,0.3,Corroborated,0.76,1.6,Referred to Authority,,True,True
LMP-00371,2026-07-29,Borno,Jere,Jere Community 1,Electricity/Power,"Transformer in our street has been faulty for 3 months, several complaints filed with no response.",3,2,300,text_only,0.5,Unverified,0.84,1.6,No Action Yet,,True,True
LMP-00372,2026-07-28,Oyo,Egbeda,Egbeda Community 2,Education/Infrastructure,No teachers have been posted to our primary school since the last academic session.,2,5,150,text_only,0.5,Needs Corroboration,0.97,2.3,Under Review,,False,True
LMP-00373,2026-04-24,Plateau,Barkin Ladi,Barkin Ladi Community 6,Suspected Misuse of Public Funds,"A borehole project budgeted at a stated amount was completed but does not function, community wants transparency.",2,5,3000,photo,0.9,Needs Corroboration,0.83,14.4,No Action Yet,,True,True
LMP-00374,2026-08-16,Kaduna,Kaduna South,Kaduna South Community 2,Abuse/Protection Concern,A vulnerable community member is reportedly being denied access to support services by a local intermediary.,5,4,600,text_only,0.5,Unverified,0.86,6.4,In Progress,,True,True
LMP-00375,2026-03-19,Rivers,Ikwerre,Ikwerre Community 3,Environmental Hazard,Gas flaring near our farmland is affecting crop yield and causing respiratory complaints.,3,2,150,text_only,0.5,Needs Corroboration,0.73,1.4,Resolved,2026-04-20,True,True
LMP-00376,2026-03-14,Kano,Nassarawa,Nassarawa Community 9,Community Dispute,There is an ongoing land boundary dispute between two families that has led to tension in the market.,2,5,15,photo,0.9,High-Confidence,0.82,3.7,No Action Yet,,True,True
LMP-00377,2026-08-04,Enugu,Enugu North,Enugu North Community 7,Safety/Security Concern,"Unknown persons have been seen surveying the area at night, residents are afraid.",4,2,80,text_only,0.5,Needs Corroboration,0.69,1.7,Resolved,2026-09-04,True,True
LMP-00378,2026-08-09,Kaduna,Zaria,Zaria Community 3,Road/Transport Infrastructure,"The road linking our community to the main highway has been impassable since the rains started, 3 accidents reported.",2,4,1200,none,0.3,Unverified,0.67,2.1,In Progress,,False,True
LMP-00379,2026-07-02,Cross River,Calabar South,Calabar South Community 3,Environmental Hazard,Gas flaring near our farmland is affecting crop yield and causing respiratory complaints.,3,2,80,voice_note,0.7,Needs Corroboration,0.62,1.8,In Progress,,True,True
LMP-00380,2026-08-08,Plateau,Barkin Ladi,Barkin Ladi Community 6,Water Infrastructure,My community has not had water for 11 weeks and the borehole project announced last year has not been completed.,4,1,3000,none,0.3,Corroborated,0.65,1.9,Referred to Authority,,True,True
LMP-00381,2026-04-27,Borno,Maiduguri,Maiduguri Community 9,Abuse/Protection Concern,A vulnerable community member is reportedly being denied access to support services by a local intermediary.,5,1,300,text_only,0.5,Needs Corroboration,0.95,1.3,No Action Yet,,False,True
LMP-00382,2026-02-13,Cross River,Calabar South,Calabar South Community 7,Safety/Security Concern,"Unknown persons have been seen surveying the area at night, residents are afraid.",3,5,300,text_only,0.5,Unverified,0.82,3.9,Under Review,,True,True
LMP-00383,2026-01-29,Kaduna,Zaria,Zaria Community 1,Education/Infrastructure,No teachers have been posted to our primary school since the last academic session.,2,3,300,photo,0.9,Conflicting Reports,0.72,2.8,No Action Yet,,True,True
LMP-00384,2026-02-09,Cross River,Calabar Municipal,Calabar Municipal Community 8,Safety/Security Concern,"There have been 6 reported cases of armed robbery on this road at night, no police patrol has been seen.",4,2,15,voice_note,0.7,Unverified,0.65,2.3,Resolved,2026-04-08,False,True
LMP-00385,2026-04-13,Plateau,Jos South,Jos South Community 4,Environmental Hazard,"Waste has not been evacuated from this dumpsite in 5 weeks, causing serious odour and flooding risk.",4,3,15,text_only,0.5,Unverified,0.89,2.4,No Action Yet,,False,True
LMP-00386,2026-04-08,Kaduna,Kaduna South,Kaduna South Community 9,Healthcare Access,"Community clinic promised in November has still not been built, pregnant women travel far for care.",4,3,80,text_only,0.5,Unverified,0.78,2.6,In Progress,,True,True
LMP-00387,2026-04-29,Anambra,Nnewi North,Nnewi North Community 1,Electricity/Power,"Transformer in our street has been faulty for 8 months, several complaints filed with no response.",4,3,600,photo,0.9,Unverified,0.91,6.9,Referred to Authority,,True,True
LMP-00388,2026-02-26,Cross River,Calabar Municipal,Calabar Municipal Community 9,Safety/Security Concern,"There have been 7 reported cases of armed robbery on this road at night, no police patrol has been seen.",3,1,40,photo,0.9,Unverified,0.66,1.1,Under Review,,True,True
LMP-00389,2026-06-18,Kaduna,Kaduna North,Kaduna North Community 1,Water Infrastructure,"Contractors abandoned the water scheme project midway, pipes are left exposed on the road.",4,2,40,text_only,0.5,Conflicting Reports,0.66,1.7,No Action Yet,,True,True
LMP-00390,2026-07-19,Kano,Fagge,Fagge Community 5,Education/Infrastructure,No teachers have been posted to our primary school since the last academic session.,2,3,1200,text_only,0.5,Corroborated,0.86,2.6,No Action Yet,,True,True
LMP-00391,2026-02-15,Kaduna,Kaduna North,Kaduna North Community 7,Community Dispute,Youths from two neighbouring communities clashed over grazing route access.,3,3,80,voice_note,0.7,High-Confidence,0.8,2.7,Referred to Authority,,False,True
LMP-00392,2026-04-25,Kano,Fagge,Fagge Community 9,Community Dispute,There is an ongoing land boundary dispute between two families that has led to tension in the market.,1,4,300,photo,0.9,Needs Corroboration,0.65,1.9,No Action Yet,,True,True
LMP-00393,2026-04-22,Borno,Maiduguri,Maiduguri Community 1,Water Infrastructure,"Contractors abandoned the water scheme project midway, pipes are left exposed on the road.",2,3,1200,text_only,0.5,High-Confidence,0.81,2.6,Under Review,,False,True
LMP-00394,2026-01-24,Kano,Fagge,Fagge Community 1,Community Dispute,Youths from two neighbouring communities clashed over grazing route access.,2,3,600,text_only,0.5,Corroborated,0.76,1.9,Resolved,2026-02-21,True,True
LMP-00395,2026-01-22,Kano,Gwale,Gwale Community 5,Healthcare Access,The primary health centre has no drugs in stock and the only nurse resigned 10 months ago.,5,2,300,text_only,0.5,Corroborated,0.94,2.6,Under Review,,False,True
LMP-00396,2026-01-05,Enugu,Enugu East,Enugu East Community 1,Healthcare Access,The primary health centre has no drugs in stock and the only nurse resigned 11 months ago.,4,1,300,text_only,0.5,Conflicting Reports,0.97,1.0,Resolved,2026-01-12,True,True
LMP-00397,2026-05-06,Lagos,Ajeromi-Ifelodun,Ajeromi-Ifelodun Community 1,Community Dispute,There is an ongoing land boundary dispute between two families that has led to tension in the market.,2,4,80,text_only,0.5,Unverified,0.7,1.7,In Progress,,True,True
LMP-00398,2026-01-28,Borno,Maiduguri,Maiduguri Community 4,Road/Transport Infrastructure,"The road linking our community to the main highway has been impassable since the rains started, 4 accidents reported.",2,3,40,text_only,0.5,Needs Corroboration,0.68,1.2,In Progress,,True,True
LMP-00399,2026-07-23,Borno,Maiduguri,Maiduguri Community 2,Healthcare Access,"Community clinic promised in November has still not been built, pregnant women travel far for care.",5,3,40,none,0.3,Unverified,0.83,1.9,In Progress,,True,True
LMP-00400,2026-01-11,Lagos,Eti-Osa,Eti-Osa Community 3,Safety/Security Concern,"There have been 3 reported cases of armed robbery on this road at night, no police patrol has been seen.",3,4,80,text_only,0.5,Needs Corroboration,0.82,2.6,Resolved,2026-01-24,True,True
LMP-00401,2026-02-22,Cross River,Calabar South,Calabar South Community 3,Water Infrastructure,"The public water tap in our area has been dry since January, residents now trek 3km to fetch water.",2,1,300,voice_note,0.7,Corroborated,0.91,0.7,Referred to Authority,,True,True
LMP-00402,2026-03-19,Kaduna,Zaria,Zaria Community 8,Community Dispute,There is an ongoing land boundary dispute between two families that has led to tension in the market.,2,5,80,text_only,0.5,Unverified,0.84,2.2,In Progress,,True,True
LMP-00403,2026-06-10,Plateau,Jos North,Jos North Community 9,Healthcare Access,The primary health centre has no drugs in stock and the only nurse resigned 3 months ago.,5,5,600,video,0.95,Needs Corroboration,0.98,15.2,Under Review,,True,True
LMP-00404,2026-06-07,Kaduna,Kaduna North,Kaduna North Community 4,Electricity/Power,We have had no electricity supply for 12 days despite paying our estimated bills.,3,2,15,photo,0.9,Unverified,0.75,2.2,No Action Yet,,False,True
LMP-00405,2026-02-20,Lagos,Ikeja,Ikeja Community 1,Suspected Misuse of Public Funds,"A borehole project budgeted at a stated amount was completed but does not function, community wants transparency.",2,1,40,video,0.95,Needs Corroboration,0.88,0.8,Under Review,,True,True
LMP-00406,2026-04-22,Enugu,Enugu East,Enugu East Community 6,Healthcare Access,The primary health centre has no drugs in stock and the only nurse resigned 5 months ago.,4,2,1200,video,0.95,Needs Corroboration,0.65,6.7,No Action Yet,,True,True
LMP-00407,2026-01-16,Enugu,Nsukka,Nsukka Community 8,Road/Transport Infrastructure,"Bridge construction stopped 7 months ago, commuters now risk crossing on foot.",3,2,600,none,0.3,Unverified,0.69,1.2,Referred to Authority,,True,True
LMP-00408,2026-09-06,Rivers,Port Harcourt,Port Harcourt Community 8,Environmental Hazard,Gas flaring near our farmland is affecting crop yield and causing respiratory complaints.,2,3,80,text_only,0.5,Corroborated,0.85,1.3,No Action Yet,,True,True
LMP-00409,2026-05-29,Kano,Gwale,Gwale Community 9,Environmental Hazard,"Waste has not been evacuated from this dumpsite in 11 weeks, causing serious odour and flooding risk.",4,3,15,text_only,0.5,Unverified,0.89,2.4,Under Review,,True,True
LMP-00410,2026-01-26,Cross River,Calabar Municipal,Calabar Municipal Community 1,Community Dispute,There is an ongoing land boundary dispute between two families that has led to tension in the market.,3,5,15,voice_note,0.7,Conflicting Reports,0.76,4.3,Referred to Authority,,False,True
LMP-00411,2026-06-30,Borno,Maiduguri,Maiduguri Community 2,Suspected Misuse of Public Funds,"A borehole project budgeted at a stated amount was completed but does not function, community wants transparency.",1,3,150,text_only,0.5,Needs Corroboration,0.65,0.7,Under Review,,False,True
LMP-00412,2026-06-26,Cross River,Calabar Municipal,Calabar Municipal Community 8,Environmental Hazard,"Waste has not been evacuated from this dumpsite in 8 weeks, causing serious odour and flooding risk.",4,3,3000,text_only,0.5,Corroborated,0.62,9.6,Under Review,,True,True
LMP-00413,2026-08-21,Anambra,Awka South,Awka South Community 5,Community Dispute,Youths from two neighbouring communities clashed over grazing route access.,2,2,40,text_only,0.5,High-Confidence,0.74,0.8,Referred to Authority,,True,True
LMP-00414,2026-05-19,Lagos,Ikeja,Ikeja Community 7,Safety/Security Concern,"Unknown persons have been seen surveying the area at night, residents are afraid.",4,2,40,text_only,0.5,Unverified,0.9,1.7,Under Review,,True,True
LMP-00415,2026-02-01,Borno,Maiduguri,Maiduguri Community 4,Safety/Security Concern,"Unknown persons have been seen surveying the area at night, residents are afraid.",5,3,15,photo,0.9,Needs Corroboration,0.74,5.5,Referred to Authority,,False,True
LMP-00416,2026-03-15,Anambra,Nnewi North,Nnewi North Community 9,Education/Infrastructure,No teachers have been posted to our primary school since the last academic session.,3,1,150,video,0.95,Unverified,0.78,1.3,In Progress,,True,True
LMP-00417,2026-03-30,Kano,Fagge,Fagge Community 5,Electricity/Power,We have had no electricity supply for 9 days despite paying our estimated bills.,4,5,15,voice_note,0.7,Needs Corroboration,0.97,5.7,No Action Yet,,False,True
LMP-00418,2026-06-01,Borno,Maiduguri,Maiduguri Community 5,Healthcare Access,The primary health centre has no drugs in stock and the only nurse resigned 2 months ago.,5,5,600,voice_note,0.7,Corroborated,0.74,11.2,Under Review,,False,True
LMP-00419,2026-02-11,Borno,Jere,Jere Community 3,Education/Infrastructure,"Public school roof collapsed during the storm, 6 pupils now learn under a tree.",2,3,15,photo,0.9,High-Confidence,0.72,2.2,Referred to Authority,,True,True
LMP-00420,2026-06-20,Rivers,Port Harcourt,Port Harcourt Community 3,Road/Transport Infrastructure,"The road linking our community to the main highway has been impassable since the rains started, 3 accidents reported.",4,5,80,voice_note,0.7,Unverified,0.75,6.0,In Progress,,True,True
LMP-00421,2026-02-09,Oyo,Ibadan North,Ibadan North Community 6,Environmental Hazard,"Waste has not been evacuated from this dumpsite in 10 weeks, causing serious odour and flooding risk.",2,1,1200,none,0.3,High-Confidence,0.9,0.5,Resolved,2026-02-14,True,True
LMP-00422,2026-05-22,Kaduna,Kaduna South,Kaduna South Community 5,Abuse/Protection Concern,A vulnerable community member is reportedly being denied access to support services by a local intermediary.,5,4,600,text_only,0.5,High-Confidence,0.88,6.4,No Action Yet,,True,True
LMP-00423,2026-01-06,Kaduna,Kaduna North,Kaduna North Community 7,Abuse/Protection Concern,A vulnerable community member is reportedly being denied access to support services by a local intermediary.,3,1,150,text_only,0.5,High-Confidence,0.7,0.7,No Action Yet,,True,True
LMP-00424,2026-04-05,Anambra,Onitsha North,Onitsha North Community 2,Suspected Misuse of Public Funds,Road rehabilitation project was marked complete in official records but no visible work was done.,2,5,15,video,0.95,Unverified,0.75,3.9,In Progress,,False,True
LMP-00425,2026-03-15,Oyo,Ibadan North,Ibadan North Community 5,Safety/Security Concern,"Unknown persons have been seen surveying the area at night, residents are afraid.",5,1,150,text_only,0.5,High-Confidence,0.78,1.1,In Progress,,True,True
LMP-00426,2026-04-15,Plateau,Barkin Ladi,Barkin Ladi Community 7,Road/Transport Infrastructure,"The road linking our community to the main highway has been impassable since the rains started, 4 accidents reported.",3,5,600,photo,0.9,Corroborated,0.97,8.6,No Action Yet,,True,True
LMP-00427,2026-05-24,Plateau,Jos North,Jos North Community 9,Environmental Hazard,"Waste has not been evacuated from this dumpsite in 5 weeks, causing serious odour and flooding risk.",4,3,3000,photo,0.9,Conflicting Reports,0.92,17.3,Under Review,,False,True
LMP-00428,2026-06-26,Enugu,Enugu East,Enugu East Community 1,Road/Transport Infrastructure,"Bridge construction stopped 6 months ago, commuters now risk crossing on foot.",4,4,40,text_only,0.5,Needs Corroboration,0.94,3.3,Under Review,,True,True
LMP-00429,2026-01-31,Lagos,Ikeja,Ikeja Community 5,Environmental Hazard,"Waste has not been evacuated from this dumpsite in 11 weeks, causing serious odour and flooding risk.",3,4,1200,video,0.95,Needs Corroboration,0.85,10.0,Referred to Authority,,True,True
LMP-00430,2026-09-02,Anambra,Nnewi North,Nnewi North Community 1,Education/Infrastructure,"Public school roof collapsed during the storm, 11 pupils now learn under a tree.",1,4,80,voice_note,0.7,Needs Corroboration,0.64,1.2,Referred to Authority,,True,True
LMP-00431,2026-08-05,Lagos,Ajeromi-Ifelodun,Ajeromi-Ifelodun Community 5,Suspected Misuse of Public Funds,"A borehole project budgeted at a stated amount was completed but does not function, community wants transparency.",3,2,40,text_only,0.5,Needs Corroboration,0.68,1.2,Under Review,,True,True
LMP-00432,2026-02-25,Kaduna,Zaria,Zaria Community 6,Electricity/Power,"Transformer in our street has been faulty for 4 months, several complaints filed with no response.",2,3,600,text_only,0.5,High-Confidence,0.77,1.9,No Action Yet,,True,True
LMP-00433,2026-07-29,Anambra,Awka South,Awka South Community 4,Suspected Misuse of Public Funds,"A borehole project budgeted at a stated amount was completed but does not function, community wants transparency.",3,1,80,none,0.3,Needs Corroboration,0.79,0.4,Under Review,,False,True
LMP-00434,2026-07-15,Cross River,Calabar South,Calabar South Community 3,Education/Infrastructure,"Public school roof collapsed during the storm, 3 pupils now learn under a tree.",1,2,150,voice_note,0.7,High-Confidence,0.7,0.6,Under Review,,True,True
LMP-00435,2026-01-03,Kano,Nassarawa,Nassarawa Community 8,Community Dispute,There is an ongoing land boundary dispute between two families that has led to tension in the market.,1,5,15,text_only,0.5,Unverified,0.95,1.0,Under Review,,True,True
LMP-00436,2026-05-10,Kano,Fagge,Fagge Community 4,Road/Transport Infrastructure,"Bridge construction stopped 2 months ago, commuters now risk crossing on foot.",2,3,600,voice_note,0.7,Corroborated,0.93,2.7,Referred to Authority,,True,True
LMP-00437,2026-07-01,Kano,Nassarawa,Nassarawa Community 9,Healthcare Access,The primary health centre has no drugs in stock and the only nurse resigned 6 months ago.,5,5,15,none,0.3,Unverified,0.66,3.0,Referred to Authority,,False,True
LMP-00438,2026-04-30,Oyo,Egbeda,Egbeda Community 3,Environmental Hazard,"Waste has not been evacuated from this dumpsite in 4 weeks, causing serious odour and flooding risk.",4,4,150,text_only,0.5,Corroborated,0.77,3.7,Under Review,,True,True
LMP-00439,2026-09-07,Anambra,Awka South,Awka South Community 8,Safety/Security Concern,"Unknown persons have been seen surveying the area at night, residents are afraid.",3,3,3000,photo,0.9,Corroborated,0.72,13.0,Under Review,,False,True
LMP-00440,2026-04-23,Enugu,Nsukka,Nsukka Community 7,Education/Infrastructure,No teachers have been posted to our primary school since the last academic session.,3,4,600,photo,0.9,Needs Corroboration,0.98,6.9,No Action Yet,,True,True
LMP-00441,2026-04-19,Kano,Fagge,Fagge Community 7,Community Dispute,There is an ongoing land boundary dispute between two families that has led to tension in the market.,2,2,600,photo,0.9,Needs Corroboration,0.92,2.3,No Action Yet,,False,True
LMP-00442,2026-05-06,Kaduna,Zaria,Zaria Community 5,Community Dispute,Youths from two neighbouring communities clashed over grazing route access.,2,4,3000,text_only,0.5,Needs Corroboration,0.67,6.4,No Action Yet,,False,True
LMP-00443,2026-01-25,Enugu,Nsukka,Nsukka Community 3,Water Infrastructure,My community has not had water for 2 weeks and the borehole project announced last year has not been completed.,3,1,80,voice_note,0.7,Unverified,0.86,0.9,Referred to Authority,,True,True
LMP-00444,2026-04-21,Anambra,Onitsha North,Onitsha North Community 8,Healthcare Access,"Community clinic promised in July has still not been built, pregnant women travel far for care.",4,3,600,text_only,0.5,Unverified,0.81,3.8,In Progress,,True,True
LMP-00445,2026-04-10,Plateau,Jos South,Jos South Community 6,Community Dispute,Youths from two neighbouring communities clashed over grazing route access.,1,5,300,video,0.95,Needs Corroboration,0.68,2.5,Under Review,,False,True
LMP-00446,2026-04-01,Kano,Gwale,Gwale Community 9,Suspected Misuse of Public Funds,Road rehabilitation project was marked complete in official records but no visible work was done.,3,5,15,voice_note,0.7,High-Confidence,0.8,4.3,Referred to Authority,,True,True
LMP-00447,2026-04-02,Oyo,Ibadan North,Ibadan North Community 1,Abuse/Protection Concern,A vulnerable community member is reportedly being denied access to support services by a local intermediary.,4,5,15,text_only,0.5,Needs Corroboration,0.85,4.1,Under Review,,False,True
LMP-00448,2026-06-18,Oyo,Ibadan North,Ibadan North Community 4,Healthcare Access,The primary health centre has no drugs in stock and the only nurse resigned 12 months ago.,4,1,300,photo,0.9,Needs Corroboration,0.68,1.9,No Action Yet,,False,True
LMP-00449,2026-06-26,Cross River,Calabar South,Calabar South Community 5,Water Infrastructure,"Contractors abandoned the water scheme project midway, pipes are left exposed on the road.",2,3,1200,text_only,0.5,Unverified,0.74,2.6,Under Review,,True,True
LMP-00450,2026-05-18,Oyo,Ibadan South-West,Ibadan South-West Community 9,Safety/Security Concern,"There have been 11 reported cases of armed robbery on this road at night, no police patrol has been seen.",4,4,150,text_only,0.5,Corroborated,0.93,3.7,In Progress,,True,True
LMP-00451,2026-04-20,Kaduna,Kaduna South,Kaduna South Community 1,Education/Infrastructure,No teachers have been posted to our primary school since the last academic session.,3,1,40,text_only,0.5,Needs Corroboration,0.72,0.6,Referred to Authority,,True,True
LMP-00452,2026-02-16,Oyo,Ibadan North,Ibadan North Community 5,Suspected Misuse of Public Funds,Road rehabilitation project was marked complete in official records but no visible work was done.,2,2,1200,voice_note,0.7,Needs Corroboration,0.84,2.5,In Progress,,True,True
LMP-00453,2026-04-29,Anambra,Awka South,Awka South Community 8,Healthcare Access,"Community clinic promised in November has still not been built, pregnant women travel far for care.",4,5,1200,none,0.3,Unverified,0.88,5.3,No Action Yet,,True,True
LMP-00454,2026-04-14,Enugu,Enugu East,Enugu East Community 5,Community Dispute,Youths from two neighbouring communities clashed over grazing route access.,2,4,300,video,0.95,Unverified,0.85,4.0,Referred to Authority,,True,True
LMP-00455,2026-03-08,Kano,Fagge,Fagge Community 4,Water Infrastructure,My community has not had water for 6 weeks and the borehole project announced last year has not been completed.,3,4,1200,text_only,0.5,Unverified,0.63,5.3,No Action Yet,,True,True
LMP-00456,2026-01-24,Anambra,Awka South,Awka South Community 1,Environmental Hazard,"Waste has not been evacuated from this dumpsite in 2 weeks, causing serious odour and flooding risk.",3,3,40,video,0.95,Needs Corroboration,0.77,3.6,Referred to Authority,,False,True
LMP-00457,2026-03-22,Rivers,Port Harcourt,Port Harcourt Community 2,Abuse/Protection Concern,A vulnerable community member is reportedly being denied access to support services by a local intermediary.,5,5,300,text_only,0.5,Needs Corroboration,0.65,6.5,In Progress,,True,True
LMP-00458,2026-06-29,Cross River,Calabar South,Calabar South Community 4,Community Dispute,There is an ongoing land boundary dispute between two families that has led to tension in the market.,1,3,3000,voice_note,0.7,Unverified,0.93,3.4,Referred to Authority,,True,True
LMP-00459,2026-06-19,Oyo,Egbeda,Egbeda Community 7,Environmental Hazard,"Waste has not been evacuated from this dumpsite in 6 weeks, causing serious odour and flooding risk.",3,3,300,photo,0.9,Corroborated,0.97,4.2,In Progress,,True,True
LMP-00460,2026-09-08,Enugu,Enugu North,Enugu North Community 9,Community Dispute,Youths from two neighbouring communities clashed over grazing route access.,2,1,150,video,0.95,High-Confidence,0.76,0.9,Under Review,,True,True
LMP-00461,2026-07-08,Kaduna,Kaduna North,Kaduna North Community 4,Education/Infrastructure,"Public school roof collapsed during the storm, 4 pupils now learn under a tree.",2,4,15,voice_note,0.7,Corroborated,0.65,2.3,Under Review,,False,True
LMP-00462,2026-06-11,Oyo,Egbeda,Egbeda Community 7,Electricity/Power,We have had no electricity supply for 6 days despite paying our estimated bills.,2,4,600,voice_note,0.7,Unverified,0.63,3.6,Referred to Authority,,False,True
LMP-00463,2026-08-05,Rivers,Port Harcourt,Port Harcourt Community 7,Healthcare Access,"Community clinic promised in September has still not been built, pregnant women travel far for care.",3,2,150,text_only,0.5,Conflicting Reports,0.97,1.4,In Progress,,False,True
LMP-00464,2026-08-30,Oyo,Ibadan South-West,Ibadan South-West Community 8,Road/Transport Infrastructure,"Bridge construction stopped 4 months ago, commuters now risk crossing on foot.",3,3,300,photo,0.9,Unverified,0.77,4.2,In Progress,,True,True
LMP-00465,2026-04-05,Lagos,Ikeja,Ikeja Community 9,Abuse/Protection Concern,A vulnerable community member is reportedly being denied access to support services by a local intermediary.,3,2,15,voice_note,0.7,Unverified,0.77,1.7,No Action Yet,,True,True
LMP-00466,2026-05-07,Cross River,Calabar Municipal,Calabar Municipal Community 1,Suspected Misuse of Public Funds,Road rehabilitation project was marked complete in official records but no visible work was done.,2,2,150,photo,0.9,Corroborated,0.93,1.7,No Action Yet,,False,True
LMP-00467,2026-06-08,Rivers,Obio-Akpor,Obio-Akpor Community 4,Abuse/Protection Concern,A vulnerable community member is reportedly being denied access to support services by a local intermediary.,5,4,80,voice_note,0.7,Unverified,0.67,6.0,No Action Yet,,False,True
LMP-00468,2026-01-25,Enugu,Enugu North,Enugu North Community 8,Electricity/Power,We have had no electricity supply for 9 days despite paying our estimated bills.,4,4,150,text_only,0.5,Corroborated,0.88,3.7,No Action Yet,,True,True
LMP-00469,2026-06-21,Lagos,Ajeromi-Ifelodun,Ajeromi-Ifelodun Community 4,Environmental Hazard,Gas flaring near our farmland is affecting crop yield and causing respiratory complaints.,4,5,15,photo,0.9,Needs Corroboration,0.8,7.3,Resolved,2026-07-19,True,True
LMP-00470,2026-03-22,Anambra,Awka South,Awka South Community 3,Education/Infrastructure,"Public school roof collapsed during the storm, 10 pupils now learn under a tree.",3,4,80,photo,0.9,Needs Corroboration,0.88,4.7,No Action Yet,,True,True
LMP-00471,2026-09-01,Rivers,Obio-Akpor,Obio-Akpor Community 5,Safety/Security Concern,"Unknown persons have been seen surveying the area at night, residents are afraid.",5,3,600,voice_note,0.7,Corroborated,0.68,6.7,Under Review,,True,True
LMP-00472,2026-08-26,Anambra,Nnewi North,Nnewi North Community 8,Water Infrastructure,My community has not had water for 4 weeks and the borehole project announced last year has not been completed.,2,1,3000,photo,0.9,Needs Corroboration,0.87,2.9,Resolved,2026-10-01,True,True
LMP-00473,2026-07-11,Borno,Jere,Jere Community 9,Environmental Hazard,Gas flaring near our farmland is affecting crop yield and causing respiratory complaints.,4,2,40,voice_note,0.7,Unverified,0.69,2.3,In Progress,,True,True
LMP-00474,2026-04-11,Cross River,Calabar Municipal,Calabar Municipal Community 1,Suspected Misuse of Public Funds,"A borehole project budgeted at a stated amount was completed but does not function, community wants transparency.",1,4,40,video,0.95,Corroborated,0.63,1.6,Referred to Authority,,True,True
LMP-00475,2026-01-12,Cross River,Calabar Municipal,Calabar Municipal Community 6,Road/Transport Infrastructure,"The road linking our community to the main highway has been impassable since the rains started, 3 accidents reported.",4,4,3000,text_only,0.5,Corroborated,0.72,12.8,Under Review,,False,True
